Id,SalePrice
1616,70634.62
1617,93232.79
1618,126446.875
1619,136739.17
1620,165386.22
1621,138604.62
1622,148066.81
1623,273328.0
1624,202424.72
1625,118683.49
1626,159398.36
1627,195920.17
1628,292473.6
1629,182178.52
1630,279609.6
1631,225694.42
1632,241903.22
1633,174716.56
1634,190717.77
1635,182425.78
1636,154634.12
1637,206812.39
1638,183671.36
1639,186884.86
1640,269632.44
1641,179283.27
1642,235727.88
1643,212970.88
1644,222870.62
1645,190475.83
1646,168917.45
1647,156713.0
1648,135990.4
1649,146376.4
1650,117480.5
1651,118935.55
1652,96132.8
1653,94013.266
1654,141942.28
1655,143642.9
1656,149949.75
1657,146335.69
1658,144351.2
1659,124510.914
1660,147582.67
1661,495861.94
1662,393936.5
1663,378721.22
1664,357071.22
1665,314128.53
1666,319080.78
1667,390661.75
1668,319540.7
1669,294547.12
1670,345904.4
1671,267695.78
1672,493354.78
1673,296176.3
1674,250849.17
1675,192773.78
1676,197487.38
1677,234838.81
1678,482505.53
1679,400428.94
1680,344104.2
1681,276162.22
1682,271356.6
1683,176904.92
1684,168690.14
1685,167556.72
1686,166774.97
1687,169370.77
1688,183463.75
1689,187971.08
1690,186961.89
1691,178940.42
1692,260874.55
1693,173911.27
1694,181828.03
1695,167207.77
1696,272313.62
1697,171375.23
1698,373850.0
1699,332751.62
1700,252590.83
1701,265804.47
1702,252665.9
1703,252042.73
1704,276589.88
1705,247399.53
1706,429259.12
1707,230202.94
1708,220737.4
1709,254347.47
1710,230870.56
1711,251031.5
1712,256907.06
1713,255158.98
1714,215625.83
1715,214790.66
1716,183126.66
1717,176491.84
1718,129746.19
1719,197480.12
1720,226113.42
1721,161436.17
1722,121719.19
1723,152306.22
1724,217196.66
1725,239600.45
1726,182283.52
1727,156206.94
1728,169399.17
1729,169345.42
1730,166373.98
1731,122347.1
1732,135255.58
1733,122713.336
1734,122722.09
1735,128470.48
1736,120345.94
1737,319222.53
1738,218282.67
1739,297458.75
1740,236868.67
1741,197433.72
1742,176804.58
1743,176491.33
1744,301220.84
1745,230159.64
1746,203440.8
1747,231365.75
1748,230791.28
1749,153106.1
1750,126329.44
1751,238694.81
1752,121014.5
1753,147495.55
1754,196571.33
1755,168079.95
1756,130701.195
1757,123538.01
1758,140608.56
1759,158343.94
1760,162213.19
1761,139675.12
1762,176864.84
1763,176707.38
1764,107811.34
1765,173106.77
1766,171311.7
1767,209689.39
1768,149708.97
1769,170391.69
1770,151711.6
1771,129781.15
1772,131239.03
1773,146053.89
1774,121899.55
1775,137428.2
1776,133580.86
1777,116097.98
1778,141974.78
1779,118466.086
1780,175197.39
1781,129253.51
1782,93303.41
1783,147381.1
1784,110757.414
1785,126838.33
1786,154781.92
1787,160675.8
1788,49063.867
1789,101368.67
1790,84452.484
1791,182521.66
1792,157973.19
1793,134538.22
1794,149389.11
1795,134078.27
1796,129832.195
1797,128929.65
1798,124522.53
1799,111849.164
1800,141619.56
1801,137663.58
1802,132368.23
1803,144305.95
1804,146428.33
1805,133085.8
1806,114219.734
1807,138134.47
1808,128051.18
1809,119618.195
1810,159113.14
1811,108281.414
1812,101558.4
1813,124056.48
1814,106281.086
1815,45869.438
1816,100454.33
1817,127864.875
1818,155101.81
1819,119847.164
1820,52067.188
1821,110540.336
1822,155767.22
1823,50824.82
1824,144895.86
1825,133365.81
1826,97657.05
1827,101343.02
1828,133324.9
1829,116070.586
1830,147290.81
1831,150294.4
1832,75045.55
1833,128670.2
1834,118390.336
1835,134664.23
1836,125588.69
1837,71890.79
1838,121022.7
1839,95803.36
1840,174322.5
1841,153300.75
1842,78652.09
1843,134021.11
1844,153131.12
1845,139299.17
1846,150040.94
1847,168583.1
1848,49688.39
1849,106289.19
1850,111479.086
1851,153088.64
1852,124300.92
1853,125008.39
1854,166523.55
1855,135168.42
1856,209693.5
1857,134697.86
1858,139234.36
1859,117477.0
1860,151823.86
1861,117702.99
1862,351729.1
1863,336195.8
1864,336195.8
1865,326117.53
1866,343122.53
1867,232702.33
1868,295130.94
1869,197336.27
1870,242717.36
1871,249753.16
1872,163333.89
1873,224645.34
1874,142606.06
1875,210605.6
1876,197580.53
1877,228850.34
1878,191791.95
1879,131812.61
1880,134615.9
1881,237917.75
1882,247326.95
1883,197376.0
1884,213256.67
1885,252982.64
1886,285231.12
1887,207358.73
1888,271574.56
1889,152077.69
1890,124740.02
1891,138497.06
1892,100834.55
1893,138216.83
1894,123586.31
1895,127857.94
1896,128223.35
1897,112766.664
1898,108258.65
1899,161477.9
1900,158181.94
1901,179682.3
1902,150929.23
1903,225924.77
1904,143827.64
1905,190791.62
1906,175406.06
1907,210046.42
1908,108466.555
1909,134704.61
1910,116182.19
1911,218882.98
1912,340098.9
1913,143231.84
1914,53122.055
1915,324579.9
1916,73303.234
1917,244034.39
1918,138661.11
1919,164265.45
1920,137648.16
1921,427379.4
1922,326521.0
1923,218895.39
1924,217528.83
1925,189374.1
1926,395146.25
1927,127799.9
1928,146408.61
1929,128931.99
1930,127214.97
1931,138337.17
1932,136579.4
1933,190756.28
1934,184758.23
1935,179786.7
1936,190789.66
1937,184780.5
1938,186542.19
1939,238085.66
1940,168719.3
1941,175291.48
1942,182736.61
1943,213855.83
1944,363851.4
1945,395250.3
1946,135306.14
1947,348949.53
1948,184026.77
1949,241677.78
1950,187140.34
1951,253959.03
1952,220822.7
1953,177137.64
1954,177933.55
1955,134469.97
1956,293406.3
1957,150713.84
1958,309751.66
1959,130811.05
1960,118032.234
1961,118585.2
1962,101158.41
1963,108921.56
1964,116962.375
1965,146888.7
1966,139786.27
1967,287689.44
1968,444914.34
1969,396714.16
1970,472994.44
1971,455576.53
1972,372897.28
1973,245800.86
1974,315330.25
1975,507204.94
1976,268268.2
1977,348402.6
1978,382387.6
1979,335968.97
1980,194132.75
1981,358903.94
1982,236921.17
1983,206687.5
1984,159874.69
1985,225559.92
1986,212440.1
1987,181019.55
1988,179342.22
1989,192992.58
1990,213155.47
1991,259626.05
1992,213088.64
1993,156124.75
1994,229619.52
1995,176502.88
1996,236791.88
1997,312284.84
1998,355320.62
1999,264334.72
2000,308869.8
2001,259301.83
2002,244429.83
2003,238800.1
2004,269835.72
2005,224375.14
2006,239643.27
2007,228408.39
2008,221127.38
2009,196065.75
2010,187728.98
2011,130188.61
2012,174014.48
2013,187831.12
2014,181824.8
2015,198417.0
2016,199663.25
2017,192390.73
2018,109931.74
2019,131605.17
2020,101715.836
2021,108770.28
2022,178924.58
2023,138042.05
2024,244461.33
2025,395795.84
2026,167166.84
2027,152346.92
2028,147820.55
2029,172377.95
2030,273208.16
2031,258679.98
2032,280489.06
2033,265813.44
2034,163780.22
2035,217639.4
2036,191776.83
2037,199758.05
2038,328376.6
2039,229356.86
2040,351229.5
2041,277126.06
2042,205680.9
2043,172554.98
2044,165780.66
2045,203728.2
2046,135166.03
2047,150152.2
2048,136102.62
2049,136306.28
2050,170991.23
2051,108038.5
2052,131040.11
2053,145452.36
2054,72098.31
2055,151351.6
2056,137576.77
2057,107107.414
2058,222045.33
2059,139951.1
2060,166947.75
2061,169838.08
2062,131564.9
2063,110067.336
2064,151695.17
2065,123112.38
2066,165791.17
2067,109648.34
2068,126232.56
2069,82200.305
2070,104693.93
2071,94586.92
2072,116161.54
2073,138372.34
2074,185568.02
2075,146234.97
2076,126016.32
2077,155999.89
2078,125060.016
2079,133416.78
2080,114334.75
2081,124319.53
2082,133701.84
2083,139575.66
2084,109622.625
2085,122591.555
2086,139492.17
2087,115919.07
2088,91668.11
2089,70483.82
2090,126244.03
2091,134869.5
2092,126948.11
2093,125355.38
2094,109867.11
2095,149231.67
2096,79612.086
2097,95237.0
2098,151790.42
2099,55555.996
2100,81939.8
2101,128470.516
2102,119595.98
2103,110434.27
2104,122412.09
2105,120552.11
2106,78996.84
2107,229659.95
2108,116368.87
2109,114414.68
2110,126961.56
2111,145095.02
2112,141727.28
2113,119457.37
2114,103847.21
2115,161572.23
2116,123010.63
2117,148994.08
2118,128465.05
2119,99411.0
2120,103699.67
2121,114218.26
2122,108712.805
2123,88789.555
2124,163386.52
2125,106881.41
2126,146860.89
2127,145921.12
2128,129343.15
2129,95508.836
2130,150026.05
2131,155481.52
2132,122963.8
2133,122525.664
2134,128948.78
2135,96747.586
2136,78097.23
2137,109437.75
2138,119950.8
2139,154922.77
2140,143983.7
2141,160868.52
2142,125624.414
2143,150063.66
2144,117955.59
2145,135372.17
2146,172132.39
2147,122160.14
2148,133913.6
2149,145544.95
2150,227034.62
2151,115471.63
2152,157249.06
2153,171915.27
2154,113320.164
2155,140682.94
2156,257497.69
2157,217485.22
2158,227048.5
2159,201863.25
2160,166891.38
2161,231381.03
2162,450115.8
2163,374233.47
2164,246283.27
2165,195614.89
2166,149351.66
2167,214302.86
2168,203925.06
2169,191790.56
2170,225745.17
2171,156513.5
2172,137756.38
2173,160160.38
2174,217271.2
2175,304555.9
2176,320663.44
2177,245079.98
2178,207935.05
2179,144231.73
2180,229218.39
2181,183224.89
2182,205999.11
2183,197320.39
2184,132232.22
2185,115343.87
2186,146595.06
2187,154357.69
2188,146667.83
2189,206035.9
2190,79800.3
2191,77502.09
2192,95221.02
2193,112970.73
2194,109903.37
2195,109826.93
2196,100707.23
2197,120073.56
2198,162485.55
2199,168512.94
2200,158809.31
2201,153148.33
2202,223061.73
2203,150890.75
2204,198348.88
2205,118520.3
2206,153533.77
2207,209045.52
2208,252717.19
2209,233360.22
2210,122348.68
2211,118090.64
2212,118106.35
2213,110610.1
2214,133046.9
2215,105278.24
2216,148105.4
2217,79413.75
2218,61194.918
2219,61228.49
2220,60098.516
2221,334575.44
2222,263425.22
2223,291165.56
2224,217538.27
2225,112365.57
2226,187795.23
2227,196137.8
2228,266478.97
2229,237902.55
2230,167840.14
2231,229976.28
2232,188910.56
2233,175515.12
2234,239731.12
2235,221009.19
2236,262617.44
2237,365865.94
2238,212834.7
2239,109818.7
2240,161261.19
2241,160736.48
2242,121581.75
2243,129879.305
2244,98954.945
2245,101149.414
2246,138054.28
2247,110316.28
2248,129949.016
2249,125257.64
2250,128959.88
2251,116065.84
2252,167470.72
2253,147961.55
2254,183669.88
2255,195370.1
2256,182255.23
2257,198217.44
2258,161686.45
2259,175738.73
2260,175857.92
2261,186401.52
2262,197081.98
2263,371801.94
2264,468341.16
2265,193705.34
2266,327395.47
2267,360642.9
2268,403272.28
2269,154381.58
2270,179590.95
2271,216153.19
2272,199110.53
2273,166467.67
2274,178125.67
2275,164571.67
2276,196148.33
2277,193649.38
2278,151243.95
2279,129582.7
2280,113168.83
2281,171876.5
2282,187292.31
2283,103931.15
2284,109293.3
2285,143234.53
2286,123373.31
2287,352253.25
2288,276093.88
2289,424846.38
2290,468760.25
2291,321625.62
2292,421379.7
2293,426946.47
2294,455504.9
2295,473630.78
2296,248597.2
2297,316037.5
2298,294008.38
2299,405134.22
2300,331389.72
2301,274076.97
2302,242620.94
2303,257932.7
2304,240046.03
2305,186788.69
2306,182262.58
2307,189705.5
2308,218238.64
2309,277134.5
2310,216864.52
2311,183397.78
2312,166515.66
2313,176425.11
2314,166433.44
2315,173624.89
2316,193914.77
2317,183690.84
2318,188037.0
2319,175160.7
2320,185319.69
2321,250993.38
2322,165143.66
2323,178843.6
2324,167070.56
2325,206932.61
2326,166761.08
2327,214712.52
2328,225801.25
2329,181862.69
2330,173510.39
2331,385758.66
2332,437731.1
2333,317788.97
2334,255526.2
2335,256713.95
2336,309407.47
2337,218653.4
2338,278829.88
2339,203775.31
2340,404748.75
2341,206254.7
2342,233625.62
2343,219918.33
2344,231612.27
2345,233089.56
2346,217543.6
2347,196008.77
2348,239719.69
2349,183961.11
2350,280818.47
2351,251060.73
2352,257320.34
2353,260935.11
2354,135793.31
2355,146877.72
2356,145407.52
2357,194094.05
2358,190794.73
2359,121983.23
2360,117559.9
2361,138795.38
2362,271601.7
2363,142710.19
2364,140395.55
2365,242169.62
2366,201243.5
2367,215601.62
2368,217013.78
2369,209535.56
2370,171412.2
2371,175009.56
2372,204145.53
2373,280506.4
2374,328550.47
2375,254994.6
2376,264880.2
2377,415786.88
2378,153069.42
2379,203380.14
2380,152019.69
2381,161510.1
2382,190778.03
2383,197606.88
2384,244807.44
2385,165074.44
2386,133016.05
2387,140749.06
2388,94322.58
2389,123018.625
2390,154718.97
2391,141312.95
2392,112432.586
2393,165240.56
2394,148037.78
2395,214733.73
2396,143454.66
2397,206406.95
2398,134907.75
2399,51373.45
2400,54651.227
2401,108431.875
2402,141596.23
2403,128438.95
2404,149706.45
2405,167289.12
2406,144554.14
2407,134429.5
2408,137146.38
2409,126711.17
2410,162986.28
2411,123201.46
2412,153029.69
2413,130157.47
2414,156679.7
2415,119980.94
2416,126320.73
2417,127124.875
2418,125071.66
2419,123028.75
2420,129373.9
2421,145035.69
2422,106283.98
2423,124968.57
2424,142967.02
2425,225954.77
2426,125852.89
2427,136556.94
2428,174173.53
2429,113705.51
2430,133170.08
2431,108639.6
2432,148787.64
2433,148702.06
2434,128567.336
2435,149239.28
2436,106952.82
2437,109388.375
2438,125887.484
2439,97229.69
2440,120420.14
2441,88288.625
2442,96804.11
2443,118105.805
2444,121629.54
2445,72189.79
2446,134525.94
2447,191056.0
2448,125097.766
2449,104810.81
2450,145144.88
2451,123458.125
2452,202919.36
2453,85193.47
2454,121290.87
2455,116154.38
2456,144539.95
2457,136383.56
2458,127024.77
2459,107040.28
2460,138966.17
2461,114750.58
2462,139073.81
2463,118663.3
2464,161500.92
2465,129163.234
2466,117913.88
2467,128505.69
2468,72447.266
2469,71554.55
2470,184386.77
2471,218587.89
2472,180116.17
2473,111820.62
2474,82255.945
2475,224800.92
2476,116386.45
2477,133256.56
2478,156888.89
2479,106561.9
2480,165482.06
2481,130942.04
2482,125876.87
2483,113210.9
2484,130086.78
2485,127603.914
2486,159421.53
2487,145716.23
2488,160940.3
2489,145541.31
2490,160834.61
2491,94798.445
2492,184068.22
2493,136173.97
2494,139876.64
2495,86129.555
2496,241572.84
2497,148809.22
2498,108917.0
2499,92119.84
2500,124799.805
2501,143936.94
2502,150185.62
2503,99823.23
2504,182092.78
2505,224638.58
2506,261790.5
2507,295206.9
2508,258778.16
2509,211210.02
2510,212956.92
2511,169977.86
2512,216850.73
2513,216235.72
2514,269398.06
2515,153127.3
2516,166193.64
2517,141516.34
2518,155786.78
2519,229808.64
2520,211704.27
2521,186943.67
2522,229378.6
2523,116201.01
2524,141288.11
2525,148742.1
2526,135542.69
2527,109043.61
2528,125409.125
2529,136061.64
2530,121334.48
2531,242173.67
2532,227107.9
2533,195960.95
2534,227590.78
2535,323003.03
2536,243789.17
2537,235138.28
2538,178620.31
2539,184570.38
2540,172028.69
2541,174898.14
2542,168264.22
2543,134851.4
2544,125922.78
2545,138649.66
2546,134069.9
2547,147938.3
2548,152243.6
2549,152141.53
2550,270394.03
2551,141711.9
2552,124109.766
2553,68436.65
2554,102232.07
2555,122772.125
2556,100956.7
2557,99670.21
2558,160858.77
2559,140295.45
2560,145297.28
2561,150807.67
2562,150216.64
2563,151082.95
2564,197617.95
2565,163209.33
2566,167867.97
2567,139344.48
2568,206358.66
2569,213798.17
2570,121552.82
2571,196085.61
2572,153898.73
2573,229991.56
2574,268049.84
2575,134658.84
2576,119159.195
2577,176171.48
2578,84942.625
2579,60926.97
2580,119220.85
2581,72863.15
2582,93982.8
2583,284716.34
2584,154371.2
2585,181574.67
2586,199747.23
2587,200193.39
2588,146016.89
2589,151525.55
2590,199561.81
2591,227598.39
2592,224280.3
2593,255893.64
2594,165338.52
2595,200821.66
2596,297625.38
2597,189567.3
2598,295962.5
2599,268223.25
2600,195201.1
2601,164931.1
2602,80830.37
2603,94568.06
2604,95088.234
2605,74004.93
2606,156351.4
2607,196150.66
2608,202739.83
2609,163767.44
2610,117755.81
2611,115379.59
2612,153717.02
2613,128806.05
2614,130217.57
2615,149855.45
2616,139643.05
2617,175341.84
2618,195895.34
2619,192807.34
2620,191878.5
2621,177753.67
2622,180909.84
2623,251964.33
2624,302036.1
2625,313552.84
2626,171140.16
2627,164535.1
2628,507454.2
2629,569300.6
2630,398963.97
2631,462562.25
2632,478901.4
2633,342412.16
2634,397577.0
2635,162762.45
2636,180328.92
2637,176785.72
2638,264652.7
2639,190873.89
2640,162010.88
2641,102530.09
2642,194313.05
2643,99727.21
2644,129476.43
2645,109332.1
2646,95134.58
2647,111521.43
2648,138024.17
2649,149200.9
2650,135817.53
2651,141707.6
2652,427591.88
2653,247797.61
2654,275681.94
2655,387926.03
2656,305219.06
2657,321626.56
2658,284725.75
2659,324974.88
2660,360230.56
2661,341116.78
2662,363711.88
2663,255014.58
2664,270421.78
2665,313710.78
2666,281027.1
2667,160787.89
2668,168760.19
2669,183843.7
2670,282983.7
2671,173482.2
2672,198393.52
2673,219099.56
2674,209246.81
2675,169863.23
2676,183395.33
2677,192456.73
2678,248786.75
2679,282495.8
2680,297462.06
2681,452456.84
2682,345448.56
2683,525311.94
2684,320592.16
2685,352919.62
2686,249654.97
2687,322674.72
2688,213629.36
2689,205378.39
2690,509109.6
2691,201946.34
2692,130850.98
2693,200349.39
2694,119741.94
2695,190161.83
2696,181423.88
2697,189093.14
2698,193397.94
2699,171326.92
2700,151694.47
2701,139764.56
2702,104052.08
2703,116639.945
2704,139777.61
2705,116072.42
2706,113169.67
2707,123005.414
2708,134822.33
2709,112409.5
2710,129238.06
2711,297980.72
2712,402145.12
2713,165309.47
2714,149044.88
2715,173630.03
2716,143687.27
2717,173146.36
2718,220769.02
2719,153539.66
2720,160569.86
2721,137962.9
2722,155640.78
2723,144359.8
2724,127109.43
2725,134769.45
2726,151674.67
2727,171084.36
2728,165544.64
2729,149353.69
2730,146354.4
2731,133272.78
2732,126456.38
2733,159347.67
2734,132682.94
2735,135957.61
2736,136922.75
2737,125484.05
2738,130162.86
2739,165260.03
2740,144936.34
2741,148949.4
2742,150955.95
2743,137149.97
2744,160662.55
2745,146751.4
2746,142187.06
2747,152193.22
2748,121042.01
2749,134029.67
2750,132584.64
2751,128672.234
2752,224701.05
2753,161296.86
2754,236596.86
2755,124983.84
2756,100294.58
2757,67622.88
2758,79543.92
2759,158877.77
2760,121226.05
2761,150705.75
2762,147065.92
2763,185780.73
2764,153010.14
2765,290303.03
2766,136748.52
2767,91380.8
2768,129678.87
2769,135060.64
2770,134853.8
2771,109572.86
2772,108148.71
2773,170761.92
2774,140690.38
2775,115456.03
2776,133081.72
2777,136686.2
2778,111628.66
2779,122453.9
2780,93468.97
2781,100811.04
2782,90425.87
2783,112545.195
2784,122627.06
2785,136429.03
2786,70959.32
2787,118249.76
2788,72993.65
2789,176873.02
2790,92981.45
2791,116878.18
2792,48830.145
2793,170357.58
2794,94101.15
2795,119718.94
2796,109699.26
2797,185044.2
2798,121976.625
2799,110403.02
2800,64792.332
2801,110417.836
2802,141937.62
2803,163265.02
2804,148146.11
2805,108567.164
2806,71555.51
2807,162075.3
2808,157047.53
2809,136848.33
2810,136293.92
2811,161920.19
2812,161001.2
2813,167490.95
2814,152016.7
2815,113813.17
2816,231532.02
2817,154699.88
2818,131266.56
2819,156509.84
2820,139764.75
2821,117569.0
2822,205962.9
2823,280528.9
2824,190022.7
2825,163454.11
2826,130386.81
2827,135822.47
2828,215016.95
2829,202234.44
2830,234842.88
2831,180885.64
2832,246474.83
2833,297981.44
2834,230816.6
2835,216393.06
2836,195780.69
2837,151760.25
2838,154123.55
2839,179624.23
2840,205001.11
2841,208396.62
2842,233441.64
2843,156277.33
2844,141612.5
2845,116496.36
2846,225443.0
2847,199955.28
2848,225166.02
2849,205908.11
2850,272961.72
2851,212778.11
2852,225845.52
2853,243021.25
2854,140369.88
2855,209017.55
2856,199309.48
2857,188105.22
2858,195281.05
2859,125476.7
2860,124130.57
2861,124317.734
2862,185682.83
2863,129919.836
2864,234958.97
2865,140147.81
2866,132363.4
2867,98648.74
2868,98662.57
2869,114328.016
2870,124899.49
2871,85492.58
2872,44830.37
2873,97411.336
2874,144689.31
2875,105458.91
2876,162642.19
2877,137609.9
2878,169980.25
2879,149560.9
2880,90615.71
2881,157278.61
2882,174283.73
2883,193022.83
2884,203199.9
2885,197096.61
2886,247745.12
2887,91399.94
2888,137361.36
2889,50272.453
2890,85518.65
2891,144511.31
2892,34229.918
2893,84560.06
2894,55756.105
2895,328049.3
2896,287009.72
2897,209375.47
2898,144148.4
2899,215516.14
2900,159942.3
2901,215287.69
2902,197187.56
2903,353712.47
2904,344512.34
2905,80361.29
2906,215029.67
2907,106158.42
2908,137782.08
2909,126048.734
2910,78244.164
2911,77194.19
2912,153287.45
2913,81649.81
2914,74487.44
2915,80047.09
2916,78955.36
2917,170794.4
2918,112532.02
2919,224157.61
